"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.141916212E0	1.387815714E0	-1.148048878E1	-2.278012037E0	1.178630535E1
5.149897501E0	1.462442517E0	-1.220076847E1	-1.751437187E0	1.241229317E1
5.157881329E0	1.426932335E0	-1.301638126E1	-1.262821436E0	1.315511441E1
5.165863399E0	1.319233060E0	-1.365629005E1	-9.167888165E-1	1.375045947E1
5.173843399E0	1.245316267E0	-1.406309414E1	-8.125785589E-1	1.414148908E1
5.181822657E0	1.219884515E0	-1.438509560E1	-9.511939287E-1	1.446802901E1
5.189804142E0	1.191194892E0	-1.454351425E1	-1.278988123E0	1.464815902E1
5.197784532E0	1.141738415E0	-1.451745033E1	-1.776142359E0	1.467019470E1
5.205768946E0	1.133104682E0	-1.443714428E1	-2.261411667E0	1.465704758E1
5.213754415E0	1.194391131E0	-1.432747650E1	-2.676289558E0	1.462414712E1
5.221734806E0	1.323669434E0	-1.419176483E1	-2.955409765E0	1.455653588E1
5.229712970E0	1.485988259E0	-1.384473324E1	-3.100089550E0	1.426517980E1
5.237694259E0	1.485900164E0	-1.340750122E1	-3.091849327E0	1.383938295E1
5.245670821E0	1.420145273E0	-1.286759949E1	-2.954997063E0	1.327870238E1
5.253650587E0	1.324656963E0	-1.228395557E1	-2.757696867E0	1.265919321E1
5.261628321E0	1.297367334E0	-1.160515785E1	-2.488759518E0	1.193971418E1
5.269605470E0	1.364975333E0	-1.075806713E1	-2.103306770E0	1.104640509E1
5.277584181E0	1.448323131E0	-1.004776096E1	-1.730702519E0	1.029808096E1
5.285564376E0	1.412287235E0	-9.386371613E0	-1.448592424E0	9.601924145E0
5.293541720E0	1.372345328E0	-8.578835487E0	-1.143068314E0	8.762782389E0
5.301520001E0	1.397088528E0	-7.543032646E0	-8.321064711E-1	7.716320304E0
5.309496876E0	1.316664338E0	-6.483785629E0	-6.641417742E-1	6.649373306E0
5.317475704E0	1.205299020E0	-5.153154850E0	-5.924082994E-1	5.325288558E0
5.325455001E0	9.897725582E-1	-3.476074696E0	-5.900475383E-1	3.662089718E0
5.333434767E0	5.077922344E-1	-1.317485809E0	-5.749275088E-1	1.524520728E0
5.341410079E0	-2.229211330E-1	1.290001869E0	-4.435032606E-1	1.382206134E0
5.349390313E0	-8.030428886E-1	3.396263123E0	-2.060357928E-1	3.495987961E0
5.357368438E0	-1.370988607E0	5.417613029E0	2.352586985E-1	5.593343129E0
5.365345157E0	-1.674245954E0	7.185817719E0	9.444572926E-1	7.438486094E0
5.373322970E0	-1.576410174E0	9.241153717E0	2.051892996E0	9.596575219E0
5.381299923E0	-9.448801279E-1	1.147747231E1	3.484094143E0	1.203179459E1
5.389278829E0	-1.174019575E-1	1.355828094E1	5.043693542E0	1.446649957E1
5.397254376E0	4.088805914E-1	1.512827587E1	6.175450325E0	1.634527763E1
5.405228595E0	7.141249180E-1	1.668228912E1	7.282310486E0	1.821649776E1
5.413203556E0	9.908418059E-1	1.766271591E1	8.236204147E0	1.951379921E1
5.421179962E0	1.214438438E0	1.776845169E1	9.132940292E0	2.001507768E1
5.429155313E0	1.237284660E0	1.718715668E1	9.925125122E0	1.988560627E1
5.437131017E0	9.025586843E-1	1.620175934E1	1.038872528E1	1.926751750E1
5.445110118E0	4.563365579E-1	1.519015503E1	1.049531555E1	1.846891175E1
5.453088712E0	-6.402993202E-2	1.378884411E1	1.009509182E1	1.708938854E1
5.461066915E0	-4.344346523E-1	1.225319958E1	9.220856667E0	1.534124607E1
5.469047579E0	-6.679724455E-1	1.071850586E1	8.033549309E0	1.341157968E1
5.477025860E0	-7.248464823E-1	9.136983871E0	6.759328365E0	1.138852039E1
5.485005040E0	-6.825469732E-1	7.696072578E0	5.755451679E0	9.634346243E0
5.492985665E0	-6.502940655E-1	6.086390495E0	4.763628960E0	7.756235717E0
5.500968282E0	-6.049504280E-1	4.579032898E0	3.982798338E0	6.098867920E0
5.508946095E0	-4.442909956E-1	3.046707153E0	3.315842152E0	4.524889849E0
5.516925626E0	-2.094819546E-1	1.538849831E0	2.676095486E0	3.094095755E0
5.524902071E0	-1.860266924E-2	2.026462555E-1	2.027879953E0	2.038064933E0
5.532879454E0	3.412336111E-2	-8.171834946E-1	1.480962515E0	1.691804728E0
5.540859102E0	1.342229843E-1	-1.943478584E0	8.714417219E-1	2.134135772E0
5.548840509E0	2.659171224E-1	-2.971821308E0	2.636468410E-1	2.995320260E0
5.556821017E0	3.684329093E-1	-3.970965385E0	-3.841296434E-1	4.006477815E0
5.564805626E0	3.429524601E-1	-4.945443630E0	-1.110705137E0	5.080225880E0
5.572788829E0	1.097434163E-1	-5.660387993E0	-1.719835043E0	5.916913758E0
5.580771642E0	-3.855307102E-1	-6.456476212E0	-2.458540201E0	6.919475336E0
5.588751798E0	-6.922269464E-1	-7.182816982E0	-3.173779488E0	7.883204563E0
5.596727813E0	-4.653623104E-1	-8.131436348E0	-4.242631435E0	9.183503724E0
5.604704063E0	-4.773638844E-1	-8.841615677E0	-5.542149544E0	1.044593058E1
5.612681915E0	-1.259891272E0	-8.933223724E0	-6.854927540E0	1.133048294E1
5.620660118E0	-1.225542068E0	-9.599050522E0	-7.426957130E0	1.219850058E1
5.628638556E0	-1.176707506E0	-1.063498878E1	-7.632268429E0	1.314302661E1
5.636614220E0	-9.914810658E-1	-1.150701141E1	-7.044630051E0	1.352853129E1
5.644588868E0	-7.069584727E-1	-1.147504044E1	-5.267060280E0	1.264587946E1
5.652564376E0	-3.002291918E-1	-1.081224823E1	-2.903780699E0	1.119941033E1
5.660542501E0	4.608639181E-1	-1.079844189E1	-7.864658833E-1	1.083684785E1
5.668519259E0	1.835656762E0	-1.130254364E1	1.236562967E0	1.151721392E1
5.676498126E0	2.753925800E0	-1.161171341E1	2.525585175E0	1.219813822E1
5.684478946E0	2.689457417E0	-1.114207172E1	3.141151428E0	1.188468661E1
5.692459142E0	1.517842770E0	-9.607537270E0	3.029128551E0	1.018745497E1
5.700436642E0	1.473672986E-1	-7.532018185E0	2.121253967E0	7.826412553E0
5.708413751E0	-8.439808488E-1	-5.535101891E0	8.253860474E-1	5.659586446E0
5.716392032E0	-1.691546917E0	-2.755278587E0	1.229596138E-1	3.235430440E0
5.724366446E0	-1.671085119E0	-1.995830536E-1	2.787685394E-2	1.683192202E0
5.732340079E0	-4.854753911E-1	1.163048267E0	1.400146484E-1	1.268058252E0
5.740315899E0	1.493025064E0	1.447033882E0	-1.790738106E-1	2.086887234E0
5.748290743E0	2.945568800E0	2.089810848E0	-1.332993031E0	3.849747441E0
5.756266681E0	3.614126205E0	3.097514153E0	-2.803801537E0	5.524292281E0
5.764245509E0	3.431947947E0	4.557524204E0	-4.443497658E0	7.231456632E0
5.772223790E0	2.958823681E0	5.639484406E0	-5.548732281E0	8.446706569E0
5.780201798E0	2.338638306E0	6.439386368E0	-5.913231373E0	9.049929900E0
5.788181407E0	1.185733676E0	8.039868355E0	-5.254587173E0	9.677609926E0
5.796161876E0	6.270863414E-1	9.349460602E0	-4.021939754E0	1.019713932E1
5.804141446E0	3.180591166E-1	1.057457447E1	-2.162132740E0	1.079803708E1
5.812120626E0	5.573230982E-1	1.136546898E1	-4.423141479E-1	1.138771865E1
5.820098243E0	1.243462563E0	1.197570419E1	6.189928055E-1	1.205598781E1
5.828079337E0	2.153126717E0	1.221918678E1	9.682660103E-1	1.244516048E1
5.836061368E0	2.723227978E0	1.202973747E1	7.151241302E-1	1.235483536E1
5.844038751E0	2.902962923E0	1.172258568E1	3.072433472E-1	1.208058803E1
5.852016720E0	2.514235973E0	1.130202961E1	-1.899023056E-1	1.157986696E1
5.859994532E0	1.746476769E0	1.097063637E1	-4.148554802E-1	1.111652592E1
5.867970235E0	1.461528420E0	1.030529118E1	-4.861736298E-1	1.041976278E1
5.875948829E0	1.945590019E0	8.999677658E0	-6.163716316E-1	9.228186846E0
5.883928712E0	2.546907187E0	7.824082375E0	-9.000377655E-1	8.277262180E0
5.891911446E0	3.288287401E0	6.214549541E0	-1.753539562E0	7.246265316E0
5.899892970E0	3.853474140E0	4.010753632E0	-2.924654007E0	6.284028063E0
5.907874493E0	3.946963549E0	1.477424145E0	-4.192831993E0	5.944841754E0
5.915854962E0	3.330251217E0	-1.021741867E0	-5.312505722E0	6.352735368E0
5.923835274E0	1.852060556E0	-2.817882538E0	-5.407709122E0	6.372904224E0
5.931817462E0	5.234281421E-1	-3.996797323E0	-4.637742996E0	6.144674602E0
5.939800157E0	-3.817496300E-1	-5.542544365E0	-3.268940926E0	6.446045733E0
5.947782032E0	-6.601133943E-1	-7.250430107E0	-1.886880398E0	7.520957656E0
5.955763868E0	-4.682639837E-1	-8.703137398E0	-6.365108490E-1	8.738936879E0
5.963742813E0	8.230262995E-2	-1.088913250E1	5.227508545E-1	1.090198371E1
5.971723321E0	1.033937216E0	-1.386381531E1	1.711870193E0	1.400731597E1
5.979701173E0	1.707088709E0	-1.607601357E1	2.869603157E0	1.641910431E1
5.987680899E0	1.852008581E0	-1.807910919E1	4.296629906E0	1.867471964E1
5.995664102E0	9.473456144E-1	-1.906632805E1	5.832504272E0	1.996097280E1
6.003642423E0	-8.142813444E-1	-1.880217934E1	7.493075371E0	2.025663300E1
6.011622774E0	-2.951547146E0	-1.697001648E1	9.110936165E0	1.948595001E1
6.019599610E0	-4.264550686E0	-1.485232639E1	1.022035408E1	1.852656550E1
6.027577423E0	-4.395658016E0	-1.283022499E1	1.083264446E1	1.735749604E1
6.035556446E0	-3.545846939E0	-1.091173077E1	9.907824516E0	1.515928380E1
6.043534688E0	-2.353278160E0	-9.280511856E0	7.763942719E0	1.232658205E1
6.051510431E0	-1.151091218E0	-8.671312332E0	5.374159813E0	1.026636558E1
6.059487579E0	-2.358712554E-1	-8.769712448E0	3.624676704E0	9.492195367E0
6.067464220E0	4.692295790E-1	-9.031089783E0	2.757301331E0	9.454283140E0
6.075443634E0	1.198408246E0	-9.416654587E0	1.993578911E0	9.699686737E0
6.083420509E0	1.867264390E0	-9.127924919E0	1.263878822E0	9.402291173E0
6.091399337E0	2.326718092E0	-7.992197037E0	3.945617676E-1	8.333337239E0
6.099379845E0	2.609218836E0	-6.413442135E0	-6.490974426E-1	6.954249811E0
6.107360118E0	2.566105366E0	-5.159288406E0	-1.346708298E0	5.917497516E0
6.115340509E0	2.412268162E0	-3.727551937E0	-1.733452797E0	4.766396933E0
6.123320782E0	2.187602997E0	-2.552901745E0	-1.720175743E0	3.776495568E0
6.131301524E0	1.896068573E0	-1.454308987E0	-1.503715515E0	2.823340400E0
6.139279923E0	1.659090281E0	-1.155688763E-1	-1.183629036E0	2.041302138E0
6.147258790E0	1.545668602E0	1.032343388E0	-9.638500214E-1	2.093760053E0
6.155236407E0	1.389677286E0	2.050441027E0	-1.006620407E0	2.673723248E0
6.163215704E0	9.788953662E-1	3.581775904E0	-1.263408661E0	3.922187681E0
6.171193829E0	5.100824237E-1	5.089746952E0	-1.555110931E0	5.346407965E0
6.179171056E0	2.897869945E-1	6.028604507E0	-1.573758125E0	6.237368311E0
6.187151837E0	4.711992145E-1	6.705901146E0	-1.423651695E0	6.871529890E0
6.195130235E0	7.226805091E-1	7.437020302E0	-1.238178253E0	7.573943720E0
6.203108438E0	6.441609859E-1	8.185520172E0	-1.138694763E0	8.289409486E0
6.211087735E0	4.675134122E-1	9.016780853E0	-1.005375862E0	9.084695172E0
6.219066993E0	1.364314854E-1	1.019294167E1	-6.523828506E-1	1.021470884E1
6.227048165E0	-1.986905336E-1	1.119679356E1	-2.767753601E-2	1.119859053E1
6.235030001E0	-3.191611767E-1	1.210437393E1	7.709407806E-1	1.213309861E1
6.243009923E0	-2.081474364E-1	1.241998291E1	1.201653481E0	1.247971442E1
6.250989102E0	-1.561502814E-1	1.269648457E1	1.101248741E0	1.274511091E1
6.258969767E0	-2.136907578E-1	1.317918396E1	6.953325272E-1	1.319924395E1
6.266951095E0	-5.332411826E-2	1.324112511E1	2.630586624E-1	1.324384527E1
6.274935235E0	2.946220636E-1	1.279379845E1	-1.271753311E-1	1.279782225E1
6.282917188E0	6.139673591E-1	1.231935787E1	-5.719594955E-1	1.234790152E1
6.290897813E0	9.060357809E-1	1.192078018E1	-8.899860382E-1	1.198824325E1
6.298881524E0	1.302599430E0	1.128363228E1	-9.979448318E-1	1.140232505E1
6.306863751E0	1.653797507E0	1.057495403E1	-9.513664246E-1	1.074568737E1
6.314844571E0	1.768754125E0	9.949954987E0	-8.718156815E-1	1.014347859E1
6.322826329E0	1.853587508E0	9.463823318E0	-8.832941055E-1	9.684004695E0
6.330806095E0	2.001692533E0	9.031460762E0	-8.562116623E-1	9.290164418E0
6.338787306E0	2.099042416E0	8.513052940E0	-8.358364105E-1	8.807762028E0
6.346766642E0	2.251539230E0	7.520422935E0	-9.058389664E-1	7.902324612E0
6.354744532E0	2.350059748E0	6.316089630E0	-1.259870529E0	6.855876515E0
6.362723360E0	2.381073713E0	5.152188301E0	-1.912395477E0	5.989308205E0
6.370703517E0	2.444234133E0	3.975517035E0	-2.662613392E0	5.372943910E0
6.378682501E0	2.592710018E0	2.489267111E0	-3.324119568E0	4.895749880E0
6.386663517E0	2.690841913E0	8.571860790E-1	-3.973480701E0	4.874827901E0
6.394643790E0	2.725553751E0	-6.375569105E-1	-4.278898239E0	5.113129394E0
6.402625001E0	3.109597206E0	-2.924465656E0	-4.243209362E0	6.018880282E0
6.410605899E0	3.500407696E0	-5.819308281E0	-4.005911827E0	7.884448774E0
6.418585509E0	3.735581398E0	-9.010016441E0	-3.659511089E0	1.041762862E1
6.426563399E0	3.707405567E0	-1.148739815E1	-3.294806957E0	1.251243082E1
6.434543556E0	3.071708679E0	-1.374982929E1	-2.721443176E0	1.434919694E1
6.442524024E0	2.133949757E0	-1.567850876E1	-1.890044212E0	1.593554660E1
6.450500704E0	1.002317667E0	-1.704365921E1	-7.833738327E-1	1.709106885E1
6.458476563E0	-2.031930089E-1	-1.769820404E1	5.125207901E-1	1.770678941E1
6.466452540E0	-1.204038143E0	-1.776577568E1	1.805089951E0	1.789778878E1
6.474428517E0	-2.105427742E0	-1.736014748E1	3.196076393E0	1.777702030E1
6.482404415E0	-2.764294624E0	-1.630897522E1	4.403456688E0	1.711766422E1
6.490383360E0	-3.027770519E0	-1.461900520E1	5.227150917E0	1.581789538E1
6.498361485E0	-3.122337103E0	-1.278329086E1	5.476200104E0	1.425307973E1
6.506339727E0	-3.060499430E0	-1.062554455E1	5.203002930E0	1.222047844E1
6.514317306E0	-2.592855453E0	-9.160010338E0	4.607643127E0	1.057634455E1
6.522297071E0	-1.522708058E0	-8.636673927E0	3.746912003E0	9.536777543E0
6.530272813E0	-2.580164075E-1	-8.601601601E0	2.740276337E0	9.031236735E0
6.538248204E0	9.911739826E-1	-8.849315643E0	1.398879051E0	9.013860206E0
6.546223595E0	1.983185530E0	-9.074208260E0	-2.564048767E-2	9.288430320E0
6.554202188E0	2.845432997E0	-8.875232697E0	-1.172477722E0	9.393665332E0
6.562183907E0	3.520940304E0	-8.098695755E0	-2.169979572E0	9.093662898E0
6.570164806E0	3.934256792E0	-6.850826740E0	-2.521311760E0	8.292720695E0
6.578146524E0	3.949011087E0	-5.188618183E0	-2.224163532E0	6.889365039E0
6.586126017E0	3.957704544E0	-3.499300480E0	-1.511691093E0	5.494882990E0
6.594107696E0	3.793296099E0	-1.956064463E0	-8.164224625E-1	4.345322671E0
6.602086681E0	3.538547516E0	-8.882097006E-1	-5.436019897E-1	3.688595684E0
6.610061915E0	2.985935450E0	5.161315203E-1	-7.191457748E-1	3.114381624E0
6.618036407E0	2.083021641E0	2.336365700E0	-1.101340294E0	3.318212513E0
6.626012384E0	1.239665627E0	4.215223789E0	-1.298878670E0	4.581699276E0
6.633990079E0	5.563485026E-1	5.657578945E0	-1.218272209E0	5.813941035E0
6.641969532E0	1.829764545E-1	6.791573524E0	-9.875411987E-1	6.865434359E0
6.649942852E0	-3.692251444E-2	7.853854656E0	-6.041879654E-1	7.877146649E0
6.657919181E0	-3.870838881E-2	8.724947929E0	-4.333419800E-1	8.735788458E0
6.665893985E0	-1.395575404E-1	9.559596062E0	-5.825328827E-1	9.578345250E0
6.673867188E0	-4.130415320E-1	1.076681137E1	-8.854036331E-1	1.081104852E1
6.681844610E0	-8.284695148E-1	1.193667316E1	-1.205900192E0	1.202600196E1
6.689823517E0	-1.278737307E0	1.263796997E1	-1.387882233E0	1.277809341E1
6.697802188E0	-1.790090561E0	1.337814140E1	-1.302794456E0	1.356010195E1
6.705781954E0	-2.080015659E0	1.395999718E1	-9.895601273E-1	1.414875315E1
6.713760548E0	-2.212732792E0	1.426530457E1	-6.180553436E-1	1.444912084E1
6.721738946E0	-2.259976387E0	1.421264458E1	-1.948328018E-1	1.439252302E1
6.729721134E0	-2.257090569E0	1.375278568E1	-1.191120148E-1	1.393727949E1
6.737703438E0	-2.074865103E0	1.349855614E1	2.010326385E-1	1.365856863E1
6.745683282E0	-1.565792084E0	1.250129318E1	6.386518478E-1	1.261514615E1
6.753664376E0	-1.048494101E0	1.119045162E1	8.423414230E-1	1.127098427E1
6.761645079E0	-6.048689485E-1	9.920673370E0	1.111834526E0	1.000109007E1
6.769624142E0	-3.351466358E-1	8.941299438E0	1.021227837E0	9.005668504E0
6.777605392E0	-2.635227442E-1	8.146905899E0	7.478685379E-1	8.185403308E0
6.785585938E0	6.226038933E-2	7.059479713E0	5.330381393E-1	7.079848857E0
6.793566876E0	6.133481860E-1	5.723320007E0	4.050474167E-1	5.770325061E0
6.801543868E0	1.048551440E0	4.573769093E0	3.492746353E-1	4.705402916E0
6.809522774E0	1.423093796E0	3.538295746E0	4.036865234E-1	3.835061348E0
6.817499063E0	1.852974176E0	2.098526001E0	3.024234772E-1	2.815809765E0
6.825474688E0	2.094516993E0	7.479065657E-1	1.080131531E-1	2.226663986E0
6.833449610E0	2.108191490E0	-6.811315417E-1	-6.702899933E-2	2.216507258E0
6.841423477E0	2.075223446E0	-2.242150784E0	6.701755524E-2	3.055860573E0
6.849395548E0	2.169332027E0	-4.719529629E0	7.517032623E-1	5.248334894E0
6.857367618E0	2.427470922E0	-8.050946236E0	1.441054344E0	8.531529054E0
6.865340899E0	2.458307266E0	-1.048619175E1	1.481646538E0	1.087192570E1
6.873314767E0	2.084574223E0	-1.288695335E1	1.099065781E0	1.310064739E1
6.881287462E0	1.193390608E0	-1.463791466E1	5.521097183E-1	1.469685517E1
6.889262970E0	-7.256218791E-2	-1.566104031E1	2.731065750E-1	1.566358950E1
6.897239181E0	-1.233012199E0	-1.607333565E1	6.344490051E-1	1.613303950E1
6.905216212E0	-2.110771656E0	-1.578041840E1	1.422688484E0	1.598439878E1
6.913191915E0	-2.495605707E0	-1.487580395E1	2.147780418E0	1.523583118E1
6.921169962E0	-2.723480940E0	-1.336865044E1	2.796503067E0	1.392690175E1
6.929147032E0	-2.553916693E0	-1.158255482E1	3.161023140E0	1.227477633E1
6.937124181E0	-1.983149171E0	-9.912631035E0	3.023923874E0	1.055164680E1
6.945102657E0	-9.583474398E-1	-8.906185150E0	2.457342148E0	9.288546397E0
6.953078517E0	1.159873456E-1	-8.490124702E0	1.822993279E0	8.684409883E0
6.961055431E0	1.338197351E0	-8.271570206E0	1.034968376E0	8.442796063E0
6.969030977E0	2.345354557E0	-8.036062241E0	2.897977829E-1	8.376333750E0
6.977011876E0	3.048606157E0	-7.466495514E0	-3.816318512E-1	8.073920834E0
6.984994688E0	3.428657055E0	-6.373749733E0	-1.001675606E0	7.306416966E0
6.992975352E0	3.656357527E0	-5.214231491E0	-1.724385738E0	6.597777397E0
7.000954806E0	3.649392605E0	-4.118165016E0	-2.342085838E0	5.980193605E0
7.008933985E0	3.510367393E0	-3.120504856E0	-2.867105484E0	5.502774178E0
7.016913399E0	3.199080944E0	-2.236183167E0	-3.070796967E0	4.966329434E0
7.024893048E0	2.638425827E0	-1.149153829E0	-3.065460682E0	4.204627755E0
7.032872306E0	1.873054624E0	2.674376965E-2	-2.963979244E0	3.506311711E0
7.040849102E0	9.911535978E-1	1.221128821E0	-2.788313866E0	3.201286502E0
7.048825196E0	3.001361489E-1	2.262641907E0	-2.659140587E0	3.504377087E0
7.056798126E0	-4.146183133E-1	3.528798342E0	-2.607810974E0	4.407380646E0
7.064776993E0	-1.026126146E0	4.931343555E0	-2.598456860E0	5.667721075E0
7.072755001E0	-1.357880592E0	6.313988209E0	-2.466221333E0	6.913214481E0
7.080731915E0	-1.572360754E0	7.515566826E0	-2.153867722E0	7.974660445E0
7.088704532E0	-1.671562433E0	8.438366890E0	-1.730704784E0	8.774707732E0
7.096678321E0	-1.712229729E0	9.473766327E0	-1.119081497E0	9.692075240E0
7.104656095E0	-1.718163371E0	1.043232918E1	-3.415746689E-1	1.057838602E1
7.112634454E0	-1.729453564E0	1.139327526E1	5.589513779E-1	1.153733754E1
7.120612071E0	-1.379402518E0	1.189805508E1	1.389266014E0	1.205804818E1
7.128586563E0	-1.017861247E0	1.233019447E1	1.902256966E0	1.251752047E1
7.136560548E0	-8.563477397E-1	1.265846920E1	2.081624031E0	1.285703436E1
7.144536329E0	-8.229008913E-1	1.280716610E1	1.951267242E0	1.298106749E1
7.152510392E0	-8.561608791E-1	1.274574471E1	1.712057114E0	1.288868337E1
7.160486173E0	-8.299782872E-1	1.234734726E1	1.538387299E0	1.247046446E1
7.168462423E0	-7.495933771E-1	1.188840199E1	1.470762253E0	1.200246365E1
7.176435626E0	-6.610827446E-1	1.153752327E1	1.396636009E0	1.164053546E1
7.184410626E0	-3.924799562E-1	1.092630959E1	1.210533142E0	1.100016692E1
7.192383985E0	1.942206919E-2	1.010057068E1	8.455581665E-1	1.013591998E1
7.200355040E0	3.612913787E-1	8.965320587E0	2.873268127E-1	8.977196744E0
7.208330274E0	9.345562458E-1	7.907575607E0	-3.372650146E-1	7.969748745E0
7.216307501E0	1.468814373E0	6.736223698E0	-1.009080887E0	6.967953043E0
7.224286095E0	1.875401258E0	5.547384262E0	-1.519924164E0	6.049857147E0
7.232263321E0	2.194258213E0	4.193138123E0	-2.130964756E0	5.190201076E0
7.240239415E0	2.195141315E0	2.984319210E0	-2.667759418E0	4.565276208E0
7.248216993E0	2.083902836E0	1.679853201E0	-2.917746067E0	3.959520163E0
7.256196602E0	2.164943933E0	-1.405299008E-1	-2.752308846E0	3.504559155E0
7.264175352E0	2.204386711E0	-1.882637978E0	-2.197807789E0	3.637857282E0
7.272153282E0	2.228418589E0	-4.119784832E0	-1.371294975E0	4.880463746E0
7.280126759E0	2.443038464E0	-7.342799664E0	-7.493286133E-1	7.774743546E0
7.288099376E0	2.446940184E0	-1.054437828E1	-6.657981873E-1	1.084503190E1
7.296074181E0	1.939421892E0	-1.304756165E1	-7.157592773E-1	1.321031921E1
7.304049923E0	1.350537777E0	-1.505143261E1	-6.557693481E-1	1.512612341E1
7.312026251E0	8.738101721E-1	-1.644388962E1	-2.539749146E-1	1.646904834E1
7.320002735E0	4.671168327E-1	-1.768844986E1	5.814447403E-1	1.770416715E1
7.327977774E0	-6.702297926E-2	-1.813908958E1	1.720301628E0	1.822060649E1
7.335954337E0	-7.900899649E-1	-1.712728500E1	2.897301674E0	1.738857357E1
7.343933360E0	-1.549725175E0	-1.544726658E1	3.866665840E0	1.599908740E1
7.351912501E0	-1.980535746E0	-1.386963177E1	4.502039909E0	1.471589517E1
7.359889142E0	-2.155474424E0	-1.203316212E1	4.733867645E0	1.310925488E1
7.367865274E0	-1.958898306E0	-1.036940289E1	4.523327827E0	1.148138900E1
7.375845587E0	-1.460734725E0	-9.069511414E0	3.627983093E0	9.876843855E0
7.383823087E0	-8.136572838E-1	-8.249776840E0	2.268301010E0	8.594535797E0
7.391800352E0	-5.303509533E-2	-7.855401516E0	8.190326691E-1	7.898161825E0
7.399775860E0	8.621288538E-1	-7.605832577E0	-4.094686508E-1	7.665482367E0
7.407752540E0	2.021562099E0	-7.055685997E0	-1.694070816E0	7.532548980E0
7.415729923E0	3.087370872E0	-6.436196804E0	-2.810205936E0	7.671619491E0
7.423709610E0	3.917059660E0	-5.695837975E0	-3.635288239E0	7.810329519E0
7.431687735E0	4.312771320E0	-4.663682461E0	-4.248402119E0	7.641914100E0
7.439666524E0	4.218522549E0	-3.567839146E0	-4.593863964E0	7.185331919E0
7.447646642E0	3.704269648E0	-2.054615736E0	-4.743643284E0	6.359654947E0
7.455623907E0	2.909035206E0	-6.140745878E-1	-4.635124207E0	5.506718609E0
7.463602071E0	2.061277628E0	6.395770311E-1	-4.281747341E0	4.794922787E0
7.471580235E0	1.352708578E0	1.864732265E0	-3.724585533E0	4.379450230E0
7.479558712E0	9.019546509E-1	3.051662922E0	-2.939074516E0	4.331781134E0
7.487536017E0	5.931324959E-1	4.014384747E0	-2.130456924E0	4.583223512E0
7.495515626E0	4.152154326E-1	4.761507988E0	-1.188160896E0	4.925047055E0
7.503496095E0	3.563552797E-1	5.158611298E0	-4.230518341E-1	5.188181999E0
7.511475821E0	1.738619953E-1	5.999380112E0	-4.863739014E-3	6.001900813E0
7.519452696E0	-1.820699275E-1	7.200860500E0	-7.441520691E-3	7.203165747E0
7.527432071E0	-5.677142143E-1	8.238575935E0	-1.816368103E-1	8.260110459E0
7.535415431E0	-1.045325041E0	9.299595833E0	-2.327537537E-1	9.361055571E0
7.543397657E0	-1.423900008E0	1.038519287E1	1.188602448E-1	1.048302676E1
7.551378165E0	-1.595162511E0	1.121957588E1	8.052139282E-1	1.136097689E1
7.559358946E0	-1.541201591E0	1.159733486E1	1.562005043E0	1.180310713E1
7.567343321E0	-1.576974869E0	1.190541077E1	2.435441017E0	1.225385769E1
7.575324220E0	-1.416951180E0	1.191927910E1	3.085775375E0	1.239350534E1
7.583305548E0	-1.342830420E0	1.212470055E1	3.539044380E0	1.270182633E1
7.591287423E0	-1.308786392E0	1.246361351E1	3.799417496E0	1.309542504E1
7.599268517E0	-1.194832921E0	1.259989548E1	4.074337959E0	1.329606038E1
7.607247227E0	-8.522194624E-1	1.238701344E1	4.341710091E0	1.315351004E1
7.615225079E0	-4.539182186E-1	1.190162182E1	4.620280266E0	1.277503947E1
7.623201681E0	-1.384641528E-1	1.111858273E1	4.802061081E0	1.211205370E1
7.631178126E0	1.549224854E-1	1.004762268E1	4.746047020E0	1.111322117E1
7.639158321E0	6.610576510E-1	9.057847023E0	4.341522217E0	1.006630047E1
7.647139845E0	1.262460947E0	8.056093216E0	3.569033623E0	8.901260953E0
7.655121837E0	1.852919221E0	6.564841270E0	2.589160919E0	7.296177411E0
7.663101251E0	2.298698425E0	4.999186516E0	1.653731346E0	5.745494551E0
7.671080118E0	2.321465731E0	3.607930660E0	5.721178055E-1	4.328242781E0
7.679062696E0	2.162049055E0	2.316219330E0	-4.153385162E-1	3.195596061E0
7.687042931E0	2.033582211E0	8.103019595E-1	-1.195774078E0	2.494377982E0
7.695024024E0	2.009119987E0	-4.613704681E-1	-1.675801277E0	2.656639937E0
7.703002149E0	2.036828518E0	-1.551473498E0	-2.052349567E0	3.281444678E0
7.710980704E0	2.053155422E0	-2.323832035E0	-2.148691654E0	3.772601005E0
7.718963204E0	2.400544882E0	-3.733122110E0	-1.969653130E0	4.855754305E0
7.726944454E0	2.983850479E0	-6.339430809E0	-1.292326927E0	7.124735472E0
7.734925079E0	3.362363338E0	-8.964472771E0	-4.206981659E-1	9.583540380E0
7.742903751E0	3.363223791E0	-1.088709259E1	9.909439087E-2	1.139516911E1
7.750881056E0	2.988855600E0	-1.244433117E1	2.766695023E-1	1.280121799E1
7.758856095E0	2.403721809E0	-1.353304100E1	5.561246872E-1	1.375610235E1
