"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.300970547E1	5.388613701E0	-2.307010460E1	-1.560706377E0	2.374242381E1
1.301768695E1	7.790033340E0	-1.982886505E1	-6.415073872E-1	2.131384621E1
1.302566758E1	1.094224072E1	-1.757289314E1	4.865813255E-1	2.070690626E1
1.303364590E1	1.554134178E1	-1.482977104E1	1.134578943E0	2.151145469E1
1.304162758E1	1.984758186E1	-1.205395603E1	8.464378119E-1	2.323662667E1
1.304960938E1	2.354064178E1	-9.693868637E0	-1.817855835E-1	2.545910350E1
1.305758797E1	2.765200996E1	-7.842914104E0	-2.300041437E0	2.883461717E1
1.306556801E1	3.065160561E1	-6.167486668E0	-5.171254635E0	3.169070357E1
1.307355098E1	3.158723068E1	-4.425145149E0	-8.335718155E0	3.296694176E1
1.308152785E1	3.078483582E1	-3.938788176E0	-1.165188694E1	3.315096737E1
1.308950758E1	2.850839043E1	-4.599863052E0	-1.377173042E1	3.199293084E1
1.309749106E1	2.590410614E1	-5.645445347E0	-1.514568615E1	3.053335188E1
1.310547152E1	2.244398117E1	-5.934659481E0	-1.414797592E1	2.718671912E1
1.311345047E1	1.919208145E1	-6.050411224E0	-1.045191669E1	2.267567042E1
1.312142817E1	1.666647720E1	-6.696195602E0	-6.065359116E0	1.895782369E1
1.312940738E1	1.499923992E1	-7.607026577E0	-2.580678701E0	1.701481572E1
1.313738570E1	1.306364441E1	-8.626640320E0	-5.575805902E-2	1.565505789E1
1.314536449E1	1.110163116E1	-1.002437782E1	1.627949595E0	1.504608205E1
1.315334371E1	8.885617256E0	-1.188665771E1	2.940679789E0	1.512925719E1
1.316132801E1	6.898846626E0	-1.401493931E1	3.357961893E0	1.597775068E1
1.316931195E1	4.814060211E0	-1.628540802E1	2.770076275E0	1.720648170E1
1.317729594E1	3.799341202E0	-1.811756134E1	1.383247614E0	1.856325393E1
1.318528024E1	3.264556885E0	-2.010075378E1	-4.059070349E-1	2.036817112E1
1.319326020E1	1.994034767E0	-2.222585678E1	-2.496947765E0	2.245439005E1
1.320123801E1	-1.388610601E0	-2.220586777E1	-3.256066799E0	2.248623521E1
1.320921512E1	-8.858333588E0	-2.041087532E1	-2.925300837E0	2.244173100E1
1.321719426E1	-1.821149445E1	-1.812759972E1	-1.987054706E0	2.577240361E1
1.322517434E1	-2.547353554E1	-1.571828747E1	1.284189224E-1	2.993295951E1
1.323315524E1	-3.035315704E1	-1.415626526E1	2.191725492E0	3.356363582E1
1.324113750E1	-3.600772476E1	-1.273374557E1	3.454715252E0	3.834891884E1
1.324911680E1	-3.988628006E1	-1.099438763E1	1.843062758E0	4.141483764E1
1.325709699E1	-3.963303375E1	-9.233325958E0	-2.440019608E0	4.076745477E1
1.326507637E1	-3.631306839E1	-1.002650452E1	-6.281879902E0	3.819203770E1
1.327305484E1	-3.244956207E1	-1.253002167E1	-8.245986938E0	3.574873176E1
1.328103344E1	-2.830421829E1	-1.652043915E1	-8.932574272E0	3.396828765E1
1.328901449E1	-2.471878815E1	-2.120872879E1	-8.445116997E0	3.364741692E1
1.329699582E1	-2.076605034E1	-2.584107399E1	-7.548337936E0	3.399951996E1
1.330497469E1	-1.717186928E1	-2.937480545E1	-6.741870880E0	3.468724712E1
1.331295695E1	-1.358811665E1	-3.180867004E1	-5.849455833E0	3.508054357E1
1.332093867E1	-1.018220711E1	-3.276756287E1	-4.529858589E0	3.461083843E1
1.332891789E1	-6.190420628E0	-3.258138657E1	-2.723050594E0	3.327586306E1
1.333689586E1	-3.224303246E0	-3.134415245E1	-1.099301338E0	3.152872480E1
1.334487274E1	-1.005725861E-1	-2.935512733E1	4.084683657E-1	2.935814133E1
1.335284863E1	3.726902008E0	-2.756781387E1	1.395335793E0	2.785356570E1
1.336082422E1	7.198668480E0	-2.493479347E1	2.204160929E0	2.604655599E1
1.336880106E1	1.029713535E1	-2.128188705E1	2.118194580E0	2.373681658E1
1.337677945E1	1.392141628E1	-1.708261490E1	1.663982391E0	2.209955657E1
1.338475719E1	1.753835106E1	-1.288628960E1	1.434211373E0	2.181071250E1
1.339273348E1	2.071436310E1	-9.357660294E0	1.838074565E0	2.280414793E1
1.340071020E1	2.354735756E1	-6.953661919E0	1.914510250E0	2.462715598E1
1.340868656E1	6.970538330E1	-7.066262817E1	2.346229172E1	1.019927773E2
1.341666465E1	3.012037277E0	1.436229324E1	-2.738069773E0	1.492798921E1
1.342464051E1	2.333747864E0	1.202114487E1	-1.313413143E0	1.231581735E1
1.343261684E1	5.328908920E0	-2.625027418E0	1.988682985E0	6.264415315E0
1.344059219E1	8.258102417E0	-1.222975731E1	3.690696239E0	1.521132664E1
1.344857004E1	1.005664062E1	-1.435286427E1	2.918282509E0	1.776674157E1
1.345654848E1	8.817487717E0	-1.055836487E1	9.844365120E-1	1.379116651E1
1.346452992E1	6.703522682E0	-4.428090096E0	-2.469432354E0	8.404956537E0
1.347251160E1	6.846271515E0	-1.312347889E0	-4.787667274E0	8.456680706E0
1.348049379E1	8.156729698E0	-1.414882898E0	-5.398439884E0	9.883181986E0
1.348847543E1	9.177189827E0	-2.678443193E0	-4.813677788E0	1.070356786E1
1.349645590E1	9.051269531E0	-3.123156309E0	-3.404155016E0	1.016207936E1
1.350443492E1	8.365530968E0	-2.569946766E0	-9.017531872E-1	8.797720930E0
1.351241133E1	7.510978699E0	-2.916205406E0	1.413375378E0	8.180261912E0
1.352038809E1	6.812671661E0	-4.388486862E0	2.878208637E0	8.599732383E0
1.352836625E1	6.286826134E0	-6.994840622E0	3.252851009E0	9.951533442E0
1.353634688E1	5.387614727E0	-1.004753304E1	2.013453007E0	1.157727539E1
1.354432637E1	4.620318890E0	-1.254346848E1	-2.041387558E-1	1.336890499E1
1.355230344E1	3.723833084E0	-1.476907253E1	-3.415546179E0	1.560956092E1
1.356027891E1	2.406516075E0	-1.725571251E1	-6.304549217E0	1.852831009E1
1.356825703E1	1.165015697E0	-2.000267410E1	-8.744911194E0	2.186178640E1
1.357623629E1	1.385618806E0	-2.253119850E1	-1.111487770E1	2.516178356E1
1.358421871E1	1.657299042E0	-2.360936356E1	-1.296865940E1	2.698767893E1
1.359220184E1	1.379090667E0	-2.300965691E1	-1.498120499E1	2.749150241E1
1.360018152E1	1.237972260E0	-2.183197594E1	-1.597342491E1	2.707984586E1
1.360816148E1	1.377671957E0	-2.007027245E1	-1.756737900E1	2.670817517E1
1.361614121E1	2.162268639E0	-1.941268539E1	-1.939988518E1	2.752968043E1
1.362412145E1	4.597640038E0	-1.890898514E1	-1.991184235E1	2.784186557E1
1.363210488E1	5.770473480E0	-1.831604385E1	-1.883230019E1	2.689667929E1
1.364008860E1	3.175916672E0	-1.828841019E1	-1.767846107E1	2.563357915E1
1.364807242E1	-2.383128166E0	-1.873418236E1	-1.668814278E1	2.520204352E1
1.365605418E1	-8.636017799E0	-1.789061165E1	-1.588272953E1	2.543454120E1
1.366403360E1	-1.388421631E1	-1.445778370E1	-1.582288456E1	2.553747536E1
1.367201238E1	-1.493286705E1	-1.139426231E1	-1.484207535E1	2.393965189E1
1.367999082E1	-1.298387241E1	-9.608301163E0	-1.287747574E1	2.065743874E1
1.368796942E1	-9.697340965E0	-8.814018250E0	-9.564640999E0	1.622367705E1
1.369594551E1	-5.412633896E0	-9.828982353E0	-6.388175488E0	1.291178864E1
1.370392758E1	-4.197168350E-1	-1.235705757E1	-4.084074020E0	1.302124013E1
1.371190856E1	4.512619495E0	-1.468551159E1	-2.848566294E0	1.562505409E1
1.371989223E1	8.316574097E0	-1.544810200E1	-2.568570614E0	1.773152038E1
1.372787527E1	1.195659256E1	-1.386331940E1	-2.461074114E0	1.847183305E1
1.373585524E1	1.313711166E1	-1.116740894E1	-2.313562393E0	1.739676109E1
1.374383633E1	1.187980175E1	-7.125960350E0	-2.021450520E0	1.399983081E1
1.375181742E1	9.928075790E0	-2.238705158E0	-5.310959816E-1	1.019119976E1
1.375979883E1	7.497460365E0	1.371720672E0	1.814763069E0	7.834978910E0
1.376777844E1	5.064779282E0	2.903417587E0	4.277084351E0	7.237076302E0
1.377576246E1	3.010309696E0	3.070853233E0	7.338486671E0	8.505615244E0
1.378374660E1	1.219371796E0	2.595830917E0	1.017486000E1	1.057132829E1
1.379172645E1	1.681745052E-1	2.919391394E0	1.302638149E1	1.335057091E1
1.379970735E1	2.250052691E-1	4.102955818E0	1.554169369E1	1.607573067E1
1.380768574E1	1.481542587E0	5.978579044E0	1.739441681E1	1.845275351E1
1.381566754E1	3.825860977E0	6.330622673E0	1.835149765E1	1.978614317E1
1.382365051E1	6.076917648E0	4.885667801E0	1.920507812E1	2.072760728E1
1.383162832E1	7.153326511E0	2.245649576E0	1.901710510E1	2.044170513E1
1.383960727E1	5.792996407E0	3.716425896E-1	1.701571274E1	1.797863748E1
1.384758813E1	2.194949389E0	1.110721111E0	1.375894260E1	1.397712437E1
1.385556891E1	-4.497821331E-1	9.714102745E-1	1.135045338E1	1.140082163E1
1.386355063E1	-1.639243126E0	-2.006156445E-1	9.688430786E0	9.828176624E0
1.387152871E1	-1.970900536E0	-1.125202894E0	8.486340523E0	8.784560657E0
1.387950875E1	-2.637124062E0	-4.338816404E-1	7.970294952E0	8.406442662E0
1.388748938E1	-2.975508690E0	4.349728823E-1	8.159865379E0	8.696335802E0
1.389547164E1	-4.157021046E0	9.147701859E-1	9.412853241E0	1.033050989E1
1.390345402E1	-5.672811508E0	-6.210594773E-1	1.052334595E1	1.197110334E1
1.391143543E1	-7.473761082E0	-1.762989998E0	1.234305859E1	1.453672362E1
1.391941793E1	-8.677855492E0	-3.079465866E0	1.405847359E1	1.680562303E1
1.392739848E1	-9.713154793E0	-5.234300613E0	1.503128719E1	1.864625629E1
1.393537918E1	-8.676529884E0	-1.127523994E1	1.422377968E1	2.011788048E1
1.394336203E1	-7.415714264E0	-1.735875511E1	1.244880867E1	2.261176761E1
1.395134469E1	-6.839826584E0	-2.074510956E1	9.481815338E0	2.381276171E1
1.395932692E1	-6.621631622E0	-2.120961571E1	5.863297462E0	2.297981856E1
1.396730926E1	-6.173767090E0	-1.859748650E1	1.966624022E0	1.969389535E1
1.397529047E1	-4.039022446E0	-1.465956306E1	-1.579743266E0	1.528764470E1
1.398326645E1	-7.879462242E-1	-1.065749550E1	-4.646276474E0	1.165293760E1
1.399124340E1	1.106378078E0	-7.600789547E0	-6.764146328E0	1.023473252E1
1.399922152E1	2.333936691E-1	-4.802270889E0	-8.740600586E0	9.975689295E0
1.400720242E1	-3.190996170E0	-3.168209791E0	-1.008913040E1	1.104583913E1
1.401518149E1	-7.015235901E0	-3.036719322E0	-1.018687057E1	1.273607204E1
1.402316055E1	-9.944568634E0	-4.229521751E0	-8.809846878E0	1.394262176E1
1.403114086E1	-1.211127472E1	-6.242338181E0	-6.797225475E0	1.522668826E1
1.403912238E1	-1.361425209E1	-7.603918552E0	-5.033645630E0	1.638612296E1
1.404710477E1	-1.538946342E1	-7.623913288E0	-2.747763395E0	1.739281007E1
1.405508680E1	-1.695207787E1	-6.357803822E0	-1.870017052E-1	1.810606481E1
1.406307133E1	-1.808191681E1	-4.359088421E0	3.099457264E0	1.885640482E1
1.407105379E1	-1.776962662E1	-1.094783783E0	7.550541878E0	1.933827459E1
1.407903719E1	-1.539165974E1	1.790619850E0	1.371338081E1	2.069218022E1
1.408701610E1	-1.019387627E1	1.455012798E0	1.883014488E1	2.146174578E1
1.409499695E1	-3.369233370E0	-3.536499023E0	2.121442795E1	2.176948580E1
1.410297586E1	-2.553361893E0	-8.401362419E0	1.614914322E1	1.838198504E1
1.411095512E1	-6.068336487E0	-9.502115250E0	8.580135345E0	1.416804942E1
1.411893106E1	-1.200326443E1	-1.001281452E1	2.995569229E0	1.591566042E1
1.412690801E1	-1.744796753E1	-1.238484669E1	-1.379644871E0	2.144106850E1
1.413488578E1	-1.792269897E1	-1.740169907E1	-6.781674862E0	2.588500305E1
1.414286156E1	-1.065442657E1	-2.327650642E1	-1.132759762E1	2.799333894E1
1.415084184E1	-2.630074978E0	-2.497532082E1	-1.562413788E1	2.957697802E1
1.415882399E1	3.903293610E0	-2.390987587E1	-2.023304176E1	3.156412274E1
1.416680527E1	8.849057198E0	-2.133421135E1	-2.470478058E1	3.381982511E1
1.417478438E1	9.442985535E0	-1.733010292E1	-2.786675835E1	3.414760114E1
1.418276199E1	7.683102608E0	-1.171448231E1	-2.943909454E1	3.260244544E1
1.419073981E1	7.587047577E0	-8.457968712E0	-2.665838814E1	2.897878851E1
1.419871699E1	9.434039116E0	-7.521899700E0	-2.099351311E1	2.421379073E1
1.420669305E1	1.213509846E1	-7.313713551E0	-1.674236488E1	2.193302994E1
1.421466883E1	1.421472549E1	-7.787804127E0	-1.466402626E1	2.185730954E1
1.422264567E1	1.637525558E1	-7.312224388E0	-1.382049370E1	2.264119403E1
1.423062363E1	1.772325134E1	-6.425635815E0	-1.421376419E1	2.361003020E1
1.423860660E1	1.726144600E1	-6.202482224E0	-1.554870510E1	2.404559282E1
1.424658695E1	1.636692810E1	-6.361363411E0	-1.706425858E1	2.448534665E1
1.425456457E1	1.437545109E1	-7.036808968E0	-1.764175606E1	2.382019797E1
1.426254332E1	1.222919559E1	-7.907735825E0	-1.648023033E1	2.199280570E1
1.427052594E1	9.867168427E0	-9.319633484E0	-1.357006645E1	1.919279252E1
1.427850656E1	7.214771271E0	-1.089112091E1	-1.034803772E1	1.666587303E1
1.428649055E1	3.917661667E0	-1.231978130E1	-7.435759544E0	1.491360467E1
1.429447442E1	5.933332443E-1	-1.357443428E1	-4.956746578E0	1.446328618E1
1.430245344E1	-2.464578152E0	-1.470482254E1	-3.046562672E0	1.521799906E1
1.431043418E1	-4.655517101E0	-1.589678764E1	-2.150992870E0	1.670354655E1
1.431841633E1	-7.422593594E0	-1.596489429E1	-4.533658028E-1	1.761187912E1
1.432639996E1	-9.877490997E0	-1.354970932E1	3.232605219E0	1.707656838E1
1.433438371E1	-1.002450562E1	-1.169997978E1	7.970302105E0	1.734664104E1
1.434236469E1	-8.133416176E0	-1.375444126E1	1.145578384E1	1.966143679E1
1.435034387E1	-5.494600296E0	-1.788321877E1	1.102783012E1	2.171665681E1
1.435832539E1	-3.127579927E0	-2.069827461E1	6.042792797E0	2.178797083E1
1.436630645E1	-9.773935676E-1	-2.161883163E1	-2.200780869E0	2.175253125E1
1.437428527E1	-1.777443290E-1	-2.361220169E1	-1.013992119E1	2.569797003E1
1.438226367E1	-3.086811304E-1	-2.537618065E1	-1.623534966E1	3.012693822E1
1.439024270E1	-1.778758526E0	-2.583041382E1	-2.056870651E1	3.306729423E1
1.439822192E1	-3.898132324E0	-2.557999611E1	-2.248097420E1	3.427719121E1
1.440620121E1	-7.087799549E0	-2.474232864E1	-2.329059219E1	3.471125774E1
1.441418680E1	-9.471813202E0	-2.301101875E1	-2.316783905E1	3.399957346E1
1.442217008E1	-9.187931061E0	-2.007641411E1	-2.098639870E1	3.046160552E1
1.443015117E1	-1.033954239E1	-1.982262802E1	-2.076373863E1	3.051189212E1
1.443813406E1	-1.071304893E1	-1.906703186E1	-1.803236198E1	2.834584979E1
1.444611930E1	-1.241869926E1	-1.820104027E1	-1.625886726E1	2.738343884E1
1.445410184E1	-1.554972458E1	-1.665909386E1	-1.570734119E1	2.767742600E1
1.446208473E1	-1.834705544E1	-1.400208378E1	-1.467624664E1	2.735077712E1
1.447006723E1	-1.796864700E1	-1.137004089E1	-1.237100029E1	2.460064538E1
1.447805137E1	-1.395505524E1	-9.807981491E0	-8.529649734E0	1.907078898E1
1.448603360E1	-8.676886559E0	-9.434226036E0	-5.378081322E0	1.390024244E1
1.449401649E1	-3.106936455E0	-9.256193161E0	-2.545936584E0	1.009019123E1
1.450199844E1	9.776659012E-1	-8.038569450E0	-5.082207322E-1	8.113736361E0
1.450997902E1	4.301678658E0	-6.633437634E0	9.437490702E-1	7.962260760E0
1.451796094E1	6.635016441E0	-5.451921940E0	1.622280121E0	8.739490191E0
1.452594234E1	7.160418510E0	-3.979671717E0	2.055329084E0	8.445931438E0
1.453392617E1	6.625003815E0	-2.661303520E0	1.818661690E0	7.367546560E0
1.454191113E1	5.539499760E0	-1.181973934E0	1.451986790E0	5.847340045E0
1.454989043E1	3.891650438E0	8.238132000E-1	1.188159943E0	4.151546142E0
1.455786789E1	2.706936598E0	2.263910770E0	1.304637432E0	3.762296712E0
1.456584766E1	7.572283745E-1	2.300418139E0	1.371827126E0	2.783384286E0
1.457382758E1	-1.133875132E0	1.963980317E0	1.207369804E0	2.569169777E0
1.458180813E1	-1.525328875E0	9.881565571E-1	8.233976364E-1	1.995260691E0
1.458978817E1	-1.714375615E0	5.805946589E-1	1.165523529E-1	1.813769103E0
1.459776984E1	-1.342033744E0	8.191184998E-1	-1.205940247E0	1.981489734E0
1.460575297E1	-1.141806126E0	1.879282951E0	-2.030543327E0	2.993080661E0
1.461373707E1	-1.114272594E0	2.898926735E0	-2.219051838E0	3.817010701E0
1.462171840E1	-7.548408508E-1	3.350992680E0	-1.581494331E0	3.781542142E0
1.462970004E1	2.318472862E-1	3.345031261E0	-3.469538689E-1	3.370958957E0
1.463768391E1	1.803281784E0	2.743883610E0	1.423412800E0	3.578662663E0
1.464566500E1	3.760431290E0	2.352600098E0	3.468146324E0	5.630595850E0
1.465364711E1	4.886295319E0	1.497391939E0	5.218578339E0	7.304219632E0
1.466162930E1	5.045365334E0	-3.106578588E-1	6.127047539E0	7.943105891E0
1.466960828E1	5.059907913E0	-2.544952869E0	6.098114967E0	8.322647376E0
1.467758817E1	3.951732635E0	-4.744555950E0	4.628419876E0	7.716817513E0
1.468556594E1	1.679972649E0	-5.486900330E0	2.601312399E0	6.300413441E0
1.469354613E1	-1.716356277E-1	-5.788232327E0	5.828291178E-1	5.820032821E0
1.470152707E1	-1.948018074E0	-5.785658836E0	-1.373543739E0	6.257415200E0
1.470950918E1	-3.669095516E0	-4.867862701E0	-3.212855339E0	6.890630495E0
1.471749227E1	-5.051887989E0	-3.845101357E0	-4.671482086E0	7.882202838E0
1.472547481E1	-6.726903915E0	-2.987489700E0	-6.098803997E0	9.558856688E0
1.473345422E1	-8.193127632E0	-2.521120071E0	-7.052745819E0	1.110065811E1
1.474143582E1	-8.665531158E0	-2.531586170E0	-7.584690094E0	1.179100855E1
1.474941539E1	-8.079762459E0	-2.851319551E0	-8.104594231E0	1.179394049E1
1.475739332E1	-6.809604645E0	-3.168686867E0	-8.540864944E0	1.137355116E1
1.476536809E1	-4.892770767E0	-3.161484241E0	-9.266687393E0	1.094557827E1
1.477334477E1	-1.996544838E0	-2.895674944E0	-1.015549755E1	1.074733712E1
1.478132285E1	1.229919434E0	-2.619058609E0	-1.108871269E1	1.146000519E1
1.478930215E1	3.467030525E0	-2.030321598E0	-1.185387039E1	1.251625941E1
1.479728242E1	5.083877563E0	-1.510307908E0	-1.156164265E1	1.272000085E1
1.480526176E1	6.173395157E0	-1.638247013E0	-1.039140987E1	1.219737924E1
1.481324110E1	6.089661598E0	-2.236279488E0	-7.367696762E0	9.816714313E0
1.482121863E1	4.221627235E0	-3.315053225E0	-3.415616989E0	6.362244401E0
1.482919758E1	9.338817596E-1	-4.635285854E0	-2.288842201E-2	4.728481149E0
1.483717610E1	-2.405575275E0	-6.590669632E0	2.148119926E0	7.337447637E0
1.484515602E1	-5.121955872E0	-9.019226074E0	2.681303024E0	1.071308811E1
1.485313813E1	-6.797851086E0	-1.137254333E1	1.140075207E0	1.329831917E1
1.486111617E1	-9.372543335E0	-1.269384003E1	-1.757432461E0	1.587660896E1
1.486909516E1	-1.205077648E1	-1.100982094E1	-4.036481857E0	1.681459356E1
1.487707250E1	-1.330278778E1	-7.910343170E0	-6.120886803E0	1.664340551E1
1.488504934E1	-1.232830906E1	-5.781439304E0	-7.967665195E0	1.577643602E1
1.489302992E1	-9.181299210E0	-5.729485512E0	-8.804971695E0	1.395173057E1
1.490100848E1	-4.312852383E0	-6.956982613E0	-9.752434731E0	1.273225376E1
1.490898957E1	-2.579832077E-2	-6.825356483E0	-1.028429794E1	1.234313335E1
1.491696953E1	2.198454380E0	-4.879297256E0	-1.007896805E1	1.141167561E1
1.492494910E1	1.703479767E0	-2.431605339E0	-8.832559586E0	9.318189560E0
1.493292684E1	-2.761257172E0	-6.366069317E-1	-6.837982178E0	7.401878803E0
1.494089914E1	-8.728880882E0	-2.576829791E-1	-4.481309414E0	9.815390774E0
1.494887395E1	-1.486213017E1	-1.428878188E0	-2.305435658E0	1.510760204E1
1.495684984E1	-1.854679871E1	-3.426874876E0	-1.511009693E0	1.892116180E1
1.496482602E1	-1.894256210E1	-4.493602753E0	-1.783824563E0	1.954981214E1
1.497280160E1	-1.599488926E1	-3.853889942E0	-3.510808706E0	1.682304158E1
1.498077676E1	-1.128901768E1	-3.154392242E0	-5.786168098E0	1.307179604E1
1.498875031E1	-5.746292114E0	-3.832948685E0	-7.719142914E0	1.035840412E1
1.499672281E1	-1.669888496E0	-5.642303467E0	-8.785495758E0	1.057397994E1
1.500469504E1	4.874210358E-1	-6.664526939E0	-9.324409485E0	1.147162198E1
1.501266813E1	1.796231270E-1	-5.986017227E0	-9.085851669E0	1.088197442E1
1.502064047E1	-1.697377205E0	-4.616086960E0	-8.141215324E0	9.511505409E0
1.502861574E1	-3.399456024E0	-4.023810387E0	-7.156689167E0	8.886256305E0
1.503659281E1	-4.553206921E0	-3.851516485E0	-5.721497536E0	8.264466501E0
1.504457020E1	-4.957071304E0	-3.871518850E0	-4.514338017E0	7.742122568E0
1.505254840E1	-4.758350372E0	-3.651525259E0	-3.698378563E0	7.046526731E0
1.506052699E1	-4.029122829E0	-3.596636295E0	-3.476644993E0	6.423136603E0
1.506850156E1	-3.857856750E0	-3.390509605E0	-3.671298981E0	6.313244039E0
1.507647406E1	-3.596827507E0	-3.317830086E0	-4.325838089E0	6.531312254E0
1.508444863E1	-2.240588903E0	-2.977097511E0	-4.701092720E0	5.998634927E0
1.509242188E1	-1.497307777E0	-2.020146847E0	-4.384750843E0	5.054598285E0
1.510039250E1	-1.409464836E0	-1.287283540E0	-3.377199411E0	3.879325444E0
1.510836676E1	-1.173716068E0	-7.781392336E-1	-1.613209963E0	2.141391244E0
1.511634438E1	-4.086580276E-1	-5.140758753E-1	4.908685684E-1	8.198947131E-1
1.512432586E1	6.353054047E-1	-1.215555906E0	2.616251707E0	2.953973953E0
1.513230531E1	1.085602760E0	-1.460081100E0	4.555366516E0	4.905276166E0
1.514028199E1	1.869045258E0	-1.809691429E0	5.799859524E0	6.356625185E0
1.514826199E1	2.449219704E0	-1.627089858E0	6.683955193E0	7.302147327E0
1.515624160E1	2.597402573E0	-1.168044925E0	7.153065205E0	7.699166896E0
1.516422281E1	2.587552071E0	-9.523224831E-1	7.372543335E0	7.871260322E0
1.517220402E1	2.335393906E0	-1.109463930E0	7.200275421E0	7.650420972E0
1.518018496E1	1.603031158E0	-1.744776964E0	6.530156612E0	6.946718717E0
1.518816504E1	7.229776382E-1	-2.360102415E0	5.472602844E0	6.003512469E0
1.519614461E1	1.369333267E-1	-2.787634134E0	4.247214317E0	5.082173183E0
1.520412258E1	-2.069950104E-1	-3.097038746E0	2.773909569E0	4.162819985E0
1.521210008E1	7.087707520E-2	-3.229264021E0	9.437807202E-1	3.365099066E0
1.522007598E1	9.135351181E-1	-2.580409765E0	-1.156751275E0	2.971722477E0
1.522805277E1	1.708433151E0	-5.793654919E-1	-3.273327112E0	3.737523055E0
1.523602910E1	3.221234322E0	1.452686787E0	-4.997333050E0	6.120456443E0
1.524400723E1	4.989363670E0	2.123508930E0	-6.056550026E0	8.129258160E0
1.525198195E1	6.734756470E0	2.124924183E0	-7.012120724E0	9.951988974E0
1.525995871E1	7.810865402E0	1.723606586E0	-7.454676151E0	1.093401274E1
1.526793520E1	8.213885307E0	1.070817232E0	-7.704442501E0	1.131251500E1
1.527591391E1	8.451476097E0	5.671255589E-1	-8.184165001E0	1.177835457E1
1.528388977E1	9.070003510E0	9.057331085E-2	-8.735727310E0	1.259309727E1
1.529186457E1	9.201943398E0	-6.390094757E-2	-9.319982529E0	1.309740127E1
1.529983938E1	9.430039406E0	-3.124618530E-2	-9.637315750E0	1.348348895E1
1.530781352E1	1.051355743E1	3.958630562E-2	-9.626985550E0	1.425536067E1
1.531578820E1	1.202777672E1	-1.084535122E-1	-9.481377602E0	1.531586420E1
1.532376535E1	1.248986340E1	-1.441907883E-2	-8.663358688E0	1.520035129E1
1.533174418E1	1.158952999E1	-1.227955818E-1	-7.239380360E0	1.366531786E1
1.533972059E1	9.731931686E0	-9.540742636E-1	-5.263588905E0	1.110522941E1
1.534769754E1	6.947126389E0	-2.234436750E0	-3.335233212E0	8.023655852E0
1.535567578E1	3.320310593E0	-3.308981657E0	-1.577430964E0	4.945918568E0
1.536365242E1	-9.582595825E-1	-3.253672123E0	7.006566525E-1	3.463461196E0
1.537163067E1	-5.645696640E0	-2.778364182E0	3.033481598E0	6.985356733E0
1.537960848E1	-9.681315422E0	-2.676410913E0	4.497994900E0	1.100558957E1
1.538758813E1	-1.345488739E1	-1.864162207E0	6.321496964E0	1.498233691E1
1.539556711E1	-1.577302837E1	-1.402743816E0	7.829568386E0	1.766517069E1
1.540354246E1	-1.659483910E1	-1.644490957E0	8.860936165E0	1.888409979E1
1.541152141E1	-1.663226509E1	-2.116721630E0	8.934638977E0	1.899843483E1
1.541949996E1	-1.631359863E1	-2.029069662E0	7.575654030E0	1.810086070E1
1.542747758E1	-1.553122425E1	-9.978768826E-1	4.550597668E0	1.621488896E1
1.543545610E1	-1.420353889E1	-1.111307144E-1	9.961862564E-1	1.423886422E1
1.544343598E1	-1.264275169E1	4.965372086E-1	-1.937288046E0	1.279995330E1
1.545141524E1	-1.087039375E1	1.051059723E0	-3.791405916E0	1.156049072E1
1.545939461E1	-9.117779732E0	1.416341305E0	-4.496272564E0	1.026432642E1
1.546737586E1	-7.680668354E0	1.346912861E0	-4.145002842E0	8.831075199E0
1.547535648E1	-5.856698990E0	7.619061470E-1	-3.009566545E0	6.628643513E0
1.548333981E1	-3.722040176E0	-6.611394882E-2	-1.676748276E0	4.082822419E0
1.549131820E1	1.322662354E0	-1.653238773E0	4.745501041E0	5.196384731E0
1.549929895E1	2.969875336E-1	5.124063492E-1	1.499939919E0	1.612631893E0
1.550727875E1	1.360807419E0	7.709953785E-1	2.147309303E0	2.656533069E0
1.551525684E1	1.109384537E0	1.261381865E0	4.307470322E-1	1.734174520E0
1.552323820E1	7.745084763E-1	1.227396727E0	-1.179469585E0	1.870164326E0
1.553121887E1	-4.186835289E-1	1.713293314E0	-1.983771563E0	2.654433930E0
1.553919770E1	8.338928223E-3	1.300212145E0	3.835186958E-1	1.355620799E0
1.554717406E1	3.046722412E-1	1.119758368E0	2.731391430E0	2.967689862E0
1.555515555E1	9.353256226E-2	1.256821871E0	3.046243191E0	3.296656963E0
1.556313817E1	3.360462189E-1	1.071710348E0	3.861251354E0	4.021287375E0
1.557111942E1	-2.308187485E-1	1.228224993E0	2.211480618E0	2.540169374E0
1.557909961E1	-5.878009796E-1	1.163887978E0	5.955386162E-1	1.433461356E0
1.558708070E1	-5.070714951E-1	1.020194292E0	-4.633061886E-1	1.229866057E0
1.559506066E1	-6.294941902E-1	9.964058399E-1	-8.716797829E-1	1.465917180E0
1.560304082E1	-8.430905342E-1	1.330151558E0	-4.013733864E-1	1.625178578E0
1.561102086E1	-9.047508240E-1	1.672793150E0	8.655829430E-1	2.089508269E0
1.561900195E1	-9.387326241E-1	2.062072515E0	2.247019291E0	3.190996348E0
1.562698000E1	-9.217486382E-1	2.031170130E0	2.944553375E0	3.694004227E0
